States,DAY,MONTH,YEAR,DAY_WEEK,LATITUDE,LONGITUD,Weather,ARR_HOUR,ARR_MIN,DRUNK_DR,EMS_Arrival_Time
California,30,10,2015,6,35.51931111,-119.1854722,Clear,NA,NA,0,NA
California,12,7,2015,1,37.59349167,-122.3976972,Clear,NA,NA,0,NA
California,5,6,2015,6,38.80941944,-123.0069194,Clear,NA,NA,0,NA
California,26,8,2015,4,35.49986667,-119.2487889,Clear,NA,NA,0,NA
California,12,9,2015,7,41.7373,-122.6296306,Clear,NA,NA,0,NA
California,28,9,2015,2,33.56908889,-116.0777889,Clear,NA,NA,0,NA
California,30,9,2015,4,34.139925,-118.5799972,Clear,NA,NA,1,NA
California,16,9,2015,4,33.59099167,-116.1122778,Clear,NA,NA,0,NA
California,19,6,2015,6,40.80529167,-124.1339417,Clear,NA,NA,1,NA
California,4,10,2015,1,34.15035,-118.4344306,Cloudy,NA,NA,0,NA
California,15,8,2015,7,33.856025,-117.5353167,Clear,NA,NA,1,NA
California,17,9,2015,5,38.33023889,-119.3176028,Clear,NA,NA,0,NA
California,22,8,2015,7,37.31038056,-121.8235722,Clear,NA,NA,1,NA
California,4,10,2015,1,38.6863,-121.4321806,Clear,NA,NA,0,NA
California,27,9,2015,1,34.34358333,-117.9788667,Clear,NA,NA,0,NA
California,18,9,2015,6,38.17342222,-120.396175,Clear,NA,NA,1,NA
California,15,8,2015,7,38.63444722,-120.5508278,Clear,NA,NA,1,NA
California,19,9,2015,7,33.84614444,-117.3762056,Clear,NA,NA,1,NA
California,20,9,2015,1,40.52818611,-123.2216722,Clear,NA,NA,1,NA
California,15,8,2015,7,38.98686667,-123.1179167,Clear,NA,NA,0,NA
California,15,8,2015,7,33.83493889,-117.8586694,Clear,NA,NA,0,NA
California,3,9,2015,5,38.11866111,-121.5867694,Clear,NA,NA,0,NA
California,15,8,2015,7,33.53969167,-116.1475639,Clear,NA,NA,2,NA
California,30,8,2015,1,38.64118889,-121.7867194,Clear,0,0.003055556,1,0
California,14,7,2015,3,38.82044444,-121.3217667,Cloudy,NA,NA,1,NA
California,13,9,2015,1,36.05145556,-118.1306944,Clear,NA,NA,0,NA
California,2,9,2015,4,37.64607222,-121.0303139,Clear,NA,NA,0,NA
California,30,10,2015,6,34.34235278,-117.9188111,Clear,NA,NA,0,NA
California,1,7,2015,4,34.07615833,-118.3440417,Clear,NA,NA,0,NA
California,2,7,2015,5,33.16435278,-117.3426583,Cloudy,NA,NA,0,NA
California,30,9,2015,4,38.52563889,-121.7658861,Clear,NA,NA,1,NA
California,20,9,2015,1,35.46985,-118.5300667,Clear,NA,NA,0,NA
California,1,10,2015,5,39.72463333,-121.8169056,Cloudy,NA,NA,1,NA
California,18,9,2015,6,38.37930556,-122.7413028,Clear,NA,NA,0,NA
California,3,10,2015,7,38.70708056,-121.3331056,Clear,NA,NA,0,NA
California,5,1,2015,2,33.69603889,-116.3999722,Clear,NA,NA,0,NA
California,27,7,2015,2,32.80818333,-117.2096583,Clear,NA,NA,1,NA
California,12,9,2015,7,33.36328889,-117.05275,Clear,NA,NA,1,NA
California,6,9,2015,1,33.89299167,-117.2726833,Clear,NA,NA,1,NA
California,11,10,2015,1,33.78649167,-117.265425,Clear,NA,NA,0,NA
California,11,7,2015,7,34.16442778,-118.1506472,Clear,NA,NA,0,NA
California,12,11,2015,5,33.48955,-117.0551472,Clear,NA,NA,0,NA
California,9,4,2015,5,38.17051667,-121.7093306,Clear,NA,NA,0,NA
California,8,10,2015,5,40.51281111,-122.440525,Clear,NA,NA,0,NA
California,9,4,2015,5,39.04246944,-121.09465,Clear,NA,NA,1,NA
California,15,10,2015,5,35.49982778,-119.2112722,Rain,NA,NA,0,NA
California,8,10,2015,5,35.06925,-118.3963611,Clear,NA,NA,0,NA
California,17,10,2015,7,38.09266111,-120.4795806,Cloudy,NA,NA,0,NA
California,2,2,2015,2,34.10667778,-117.6048444,Clear,NA,NA,0,NA
California,9,7,2015,5,33.7652,-118.1737972,Clear,NA,NA,0,NA
California,4,7,2015,7,34.08241389,-118.0673222,Clear,NA,NA,0,NA
California,27,6,2015,7,33.74690556,-118.2921361,Cloudy,NA,NA,1,NA
California,12,7,2015,1,33.9458,-117.2955194,Clear,NA,NA,1,NA
California,31,3,2015,3,34.076575,-117.0541556,Clear,NA,NA,0,NA
California,20,8,2015,5,33.21608889,-116.3709194,Clear,NA,NA,0,NA
California,6,9,2015,1,37.925575,-121.6739694,Clear,NA,NA,1,NA
California,16,10,2015,6,34.43240556,-118.4411389,Clear,NA,NA,0,NA
California,12,6,2015,6,38.24641944,-122.4218611,Clear,NA,NA,0,NA
California,11,4,2015,7,37.94434722,-122.3454306,Cloudy,NA,NA,0,NA
California,29,8,2015,7,33.77351944,-117.4880194,Clear,NA,NA,0,NA
California,24,9,2015,5,34.15043611,-117.4361444,Clear,NA,NA,0,NA
California,16,10,2015,6,41.14131111,-122.4731972,Clear,NA,NA,0,NA
California,26,9,2015,7,39.72631944,-122.19695,Clear,NA,NA,1,NA
California,9,10,2015,6,36.34186111,-119.2814,Clear,NA,NA,1,NA
California,10,10,2015,7,37.51785,-120.3763917,Clear,NA,NA,1,NA
California,10,10,2015,7,33.66487778,-115.8791806,Clear,NA,NA,0,NA
California,3,7,2015,6,33.84808056,-117.2538,Clear,NA,NA,0,NA
California,27,7,2015,2,37.96738889,-121.9267222,Clear,NA,NA,1,NA
California,15,9,2015,3,36.90927222,-120.1014333,Clear,NA,NA,0,NA
California,13,10,2015,3,38.43923333,-122.1859306,Clear,NA,NA,0,NA
California,22,9,2015,3,32.65429167,-117.1053528,Clear,NA,NA,0,NA
California,26,4,2015,1,33.80048056,-118.0835111,Clear,NA,NA,0,NA
California,17,6,2015,4,34.44968056,-118.4237611,Clear,NA,NA,0,NA
California,28,10,2015,4,37.222325,-122.4062556,Clear,NA,NA,0,NA
California,25,9,2015,6,34.11986944,-118.2586889,Clear,NA,NA,0,NA
California,16,5,2015,7,32.76308889,-117.1632806,Cloudy,NA,NA,1,NA
California,1,10,2015,5,33.71100556,-117.8377917,Clear,NA,NA,0,NA
California,22,7,2015,4,38.12176111,-122.2768306,Clear,NA,NA,0,NA
California,27,8,2015,5,32.72668056,-116.91065,Clear,NA,NA,0,NA
California,2,10,2015,6,33.85935833,-118.2907111,Clear,NA,NA,1,NA
California,11,9,2015,6,38.43360833,-122.68655,Clear,NA,NA,0,NA
California,12,10,2015,2,33.94521944,-118.1807139,Clear,NA,NA,0,NA
California,10,8,2015,2,38.9271,-121.2357,Clear,NA,NA,0,NA
California,10,10,2015,7,34.15411389,-118.4682278,Clear,NA,NA,0,NA
California,22,6,2015,2,36.53814722,-119.8267694,Clear,NA,NA,1,NA
California,19,8,2015,4,38.64177222,-121.4637833,Clear,NA,NA,0,NA
California,19,8,2015,4,33.92391111,-118.3003,Clear,NA,NA,0,NA
California,9,9,2015,4,36.33821667,-119.2788111,Clear,NA,NA,0,NA
California,3,7,2015,6,33.80900556,-117.8621556,Clear,NA,NA,0,NA
California,11,10,2015,1,36.04739167,-120.1952694,Clear,NA,NA,0,NA
California,15,8,2015,7,38.32171944,-121.4659806,Clear,NA,NA,1,NA
California,18,9,2015,6,33.75990556,-117.9053722,Clear,NA,NA,0,NA
California,5,7,2015,1,33.83231667,-117.9668194,Clear,NA,NA,0,NA
California,15,8,2015,7,38.795225,-120.8853444,Clear,NA,NA,0,NA
California,2,12,2015,4,37.58656944,-122.3331861,Cloudy,NA,NA,0,NA
California,4,10,2015,1,38.43306111,-121.8366306,Clear,NA,NA,1,NA
California,13,10,2015,3,37.34638611,-121.8691083,Clear,NA,NA,0,NA
California,18,12,2015,6,39.934475,-120.9091556,Rain,NA,NA,0,NA
California,5,8,2015,4,37.86737778,-122.1964028,Clear,NA,NA,1,NA
California,28,11,2015,7,33.64698889,-117.4170694,Clear,NA,NA,1,NA
California,16,8,2015,1,38.24354444,-122.5046917,Clear,NA,NA,0,NA
California,6,6,2015,7,34.04350556,-118.0643694,Clear,NA,NA,0,NA
California,13,7,2015,2,33.72723889,-117.8981889,Clear,NA,NA,0,NA
California,18,11,2015,4,38.14231944,-122.4624306,Clear,NA,NA,0,NA
California,17,8,2015,2,38.44961944,-121.40725,Clear,NA,NA,1,NA
California,13,10,2015,3,34.39965,-117.4013667,Clear,NA,NA,0,NA
California,24,11,2015,3,39.91186111,-120.8144528,Cloudy,NA,NA,0,NA
California,29,11,2015,1,38.97891944,-121.382675,Clear,NA,NA,1,NA
California,10,12,2015,5,38.41438889,-121.582825,Rain,NA,NA,0,NA
California,19,12,2015,7,40.64534444,-121.2005833,Cloudy,NA,NA,0,NA
California,12,12,2015,7,38.18845833,-122.1371972,Clear,NA,NA,1,NA
California,14,10,2015,4,37.34571111,-121.9959,Clear,NA,NA,0,NA
California,24,11,2015,3,37.79771389,-121.1301694,Cloudy,NA,NA,0,NA
California,1,10,2015,5,33.77975833,-118.2665556,Clear,NA,NA,0,NA
California,20,12,2015,1,38.59544167,-121.0179889,Cloudy,NA,NA,0,NA
California,20,10,2015,3,38.09195,-122.2361194,Clear,NA,NA,0,NA
California,13,9,2015,1,37.76699444,-122.0122806,Clear,NA,NA,1,NA
California,26,8,2015,4,34.03421389,-117.3715889,Clear,NA,NA,1,NA
California,1,10,2015,5,34.09948611,-117.4052556,Clear,NA,NA,1,NA
California,17,12,2015,5,38.80250556,-122.1801333,Cloudy,NA,NA,0,NA
California,30,10,2015,6,38.56341944,-121.786125,Clear,NA,NA,0,NA
California,5,10,2015,2,37.78008333,-122.3943278,Clear,NA,NA,0,NA
California,21,12,2015,2,36.20423056,-121.1352639,Cloudy,NA,NA,0,NA
California,6,9,2015,1,38.56155556,-121.484725,Clear,NA,NA,1,NA
California,1,11,2015,1,37.42662222,-121.917125,Cloudy,NA,NA,0,NA
California,20,8,2015,5,33.94343889,-117.2923694,Clear,NA,NA,1,NA
California,15,6,2015,2,34.06213056,-118.3762389,Cloudy,NA,NA,1,NA
California,18,8,2015,3,34.82598056,-118.8724611,Clear,NA,NA,0,NA
California,29,11,2015,1,34.18231944,-118.4225306,Clear,NA,NA,0,NA
California,29,11,2015,1,38.01635,-122.5409611,Clear,NA,NA,0,NA
California,12,12,2015,7,37.70981667,-121.7216222,Clear,NA,NA,1,NA
California,30,7,2015,5,35.36568056,-117.8906556,Cloudy,NA,NA,0,NA
California,25,6,2015,5,33.53833333,-117.6751528,Clear,NA,NA,1,NA
California,25,3,2015,4,33.83952778,-117.1146972,Clear,NA,NA,1,NA
California,3,11,2015,3,38.64936111,-120.8513389,Clear,NA,NA,0,NA
California,5,4,2015,1,34.55371111,-117.4033306,Clear,NA,NA,0,NA
California,13,12,2015,1,37.13563056,-121.6362611,Clear,NA,NA,1,NA
California,26,6,2015,6,37.42425278,-122.2286167,Clear,NA,NA,1,NA
California,3,12,2015,5,38.18357222,-121.7967583,Rain,NA,NA,0,NA
California,26,7,2015,1,38.61485278,-121.5109278,Clear,NA,NA,0,NA
California,1,9,2015,3,38.65381111,-121.1220472,Clear,NA,NA,1,NA
California,24,7,2015,6,37.85188611,-122.2603056,Clear,NA,NA,0,NA
California,23,8,2015,1,37.48757222,-120.8674417,Clear,NA,NA,1,NA
California,5,11,2015,5,33.53166944,-117.1694389,Clear,NA,NA,0,NA
California,12,10,2015,2,33.64206667,-117.3772611,Clear,NA,NA,0,NA
California,26,7,2015,1,34.10648333,-117.4702222,Clear,NA,NA,0,NA
California,18,9,2015,6,34.10826111,-118.1955139,Clear,NA,NA,0,NA
California,5,8,2015,4,33.31276389,-117.1529583,Clear,NA,NA,1,NA
California,19,10,2015,2,35.89176667,-119.1079583,Clear,NA,NA,0,NA
California,11,9,2015,6,34.03945,-118.2832306,Clear,NA,NA,0,NA
California,12,11,2015,5,35.7328,-120.2906,Clear,NA,NA,0,NA
California,2,8,2015,1,37.84176111,-122.2971306,Clear,NA,NA,0,NA
California,2,7,2015,5,37.65749722,-120.9699667,Clear,NA,NA,0,NA
California,12,7,2015,1,39.157675,-121.5886167,Clear,NA,NA,0,NA
California,22,8,2015,7,34.75837222,-120.3978889,Clear,NA,NA,1,NA
California,14,1,2015,4,37.777975,-122.2265806,Clear,NA,NA,0,NA
California,19,10,2015,2,34.02026111,-118.18515,Cloudy,NA,NA,0,NA
California,1,12,2015,3,33.91328056,-118.1224278,Clear,NA,NA,0,NA
California,19,10,2015,2,34.04673889,-117.2066583,Clear,NA,NA,1,NA
California,7,10,2015,4,33.74243611,-118.2923333,Clear,NA,NA,1,NA
California,12,8,2015,4,34.53078056,-119.2644389,Clear,NA,NA,0,NA
California,17,7,2015,6,33.99023056,-117.9177361,Clear,NA,NA,0,NA
California,26,10,2015,2,38.27302778,-122.6713583,"Fog, smog, smoke",NA,NA,0,NA
California,27,11,2015,6,34.02105833,-117.2749694,Clear,NA,NA,0,NA
California,14,11,2015,7,38.47138889,-121.4197056,Clear,NA,NA,0,NA
California,25,9,2015,6,32.74326667,-117.1812833,Clear,NA,NA,0,NA
California,12,8,2015,4,35.54045278,-117.68745,Clear,NA,NA,0,NA
California,13,10,2015,3,38.24933333,-122.0523417,Clear,NA,NA,0,NA
California,19,10,2015,2,33.74769722,-116.9354389,Cloudy,NA,NA,0,NA
California,21,10,2015,4,34.191425,-118.3877917,Clear,NA,NA,0,NA
California,31,10,2015,7,35.79839167,-117.8725056,Clear,NA,NA,0,NA
California,15,11,2015,1,37.65782778,-121.8757583,Clear,NA,NA,0,NA
California,24,10,2015,7,34.12774722,-117.3138028,Clear,NA,NA,0,NA
California,27,9,2015,1,33.74575556,-117.8299194,Clear,NA,NA,0,NA
California,14,8,2015,6,33.84996111,-117.3872306,Clear,NA,NA,0,NA
California,27,10,2015,3,34.27924167,-116.450825,Clear,NA,NA,0,NA
California,14,9,2015,2,34.39398056,-118.5512806,Clear,NA,NA,0,NA
California,17,11,2015,3,34.072,-117.7704111,Clear,NA,NA,0,NA
California,18,10,2015,1,38.54612778,-122.8461667,Clear,NA,NA,1,NA
California,26,7,2015,1,37.97200833,-121.7626111,Clear,NA,NA,1,NA
California,24,8,2015,2,39.24838056,-121.11365,Clear,NA,NA,0,NA
California,26,8,2015,4,34.96668056,-119.73705,Clear,NA,NA,0,NA
California,27,8,2015,5,35.65666944,-118.4847194,Clear,NA,NA,0,NA
California,14,10,2015,4,38.04483611,-120.2227083,Cloudy,NA,NA,1,NA
California,27,8,2015,5,34.06211944,-118.6945611,Clear,NA,NA,0,NA
California,22,10,2015,5,34.08639444,-118.6618889,Clear,NA,NA,1,NA
California,28,8,2015,6,36.62771944,-119.8807194,Clear,NA,NA,0,NA
California,23,10,2015,6,33.79096667,-117.8904111,Clear,NA,NA,0,NA
California,28,8,2015,6,41.81915,-122.591425,Cloudy,NA,NA,0,NA
California,24,10,2015,7,34.42750556,-118.5101167,Clear,NA,NA,0,NA
California,30,8,2015,1,36.29783056,-119.2210889,Clear,NA,NA,0,NA
California,25,10,2015,1,32.742,-117.1123972,Clear,NA,NA,0,NA
California,29,8,2015,7,39.49892778,-121.014725,Clear,NA,NA,0,NA
California,26,10,2015,2,33.80695833,-117.9284194,Clear,NA,NA,0,NA
California,27,10,2015,3,39.71140833,-121.6123083,Cloudy,NA,NA,1,NA
California,17,10,2015,7,36.32741667,-119.2821,Clear,NA,NA,0,NA
California,20,10,2015,3,34.01399167,-117.9733333,Clear,NA,NA,0,NA
California,12,11,2015,5,34.26375556,-119.0276972,Clear,NA,NA,0,NA
California,28,10,2015,4,32.73164722,-117.2232722,Cloudy,NA,NA,0,NA
California,12,11,2015,5,34.055175,-117.7475972,Clear,NA,NA,0,NA
California,10,9,2015,5,33.67255556,-118.0233917,Clear,NA,NA,0,NA
California,17,11,2015,3,38.49614167,-121.4595639,Clear,NA,NA,0,NA
California,29,10,2015,5,33.64173056,-117.1058,Cloudy,NA,NA,0,NA
California,12,11,2015,5,38.536675,-121.4933389,Clear,NA,NA,0,NA
California,18,11,2015,4,37.54514722,-121.9317528,Clear,NA,NA,0,NA
California,19,11,2015,5,32.82124167,-117.2047167,Clear,NA,NA,0,NA
California,10,6,2015,4,33.64798056,-117.7251389,Clear,NA,NA,0,NA
California,12,11,2015,5,41.55938333,-122.4904861,Clear,NA,NA,0,NA
California,30,9,2015,4,34.06672222,-117.2332278,Clear,NA,NA,0,NA
California,29,10,2015,5,41.76071944,-124.2180278,Cloudy,NA,NA,0,NA
California,29,7,2015,4,33.92173056,-116.9771472,Clear,NA,NA,0,NA
California,29,12,2015,3,33.99535556,-117.3613056,Clear,NA,NA,1,NA
California,25,10,2015,1,37.73278889,-120.8880944,Clear,NA,NA,0,NA
California,15,11,2015,1,34.06236944,-117.7506944,Clear,NA,NA,0,NA
California,30,10,2015,6,37.45765556,-121.9115389,Clear,NA,NA,0,NA
California,24,9,2015,5,34.06565278,-118.0235833,Clear,NA,NA,0,NA
California,10,10,2015,7,34.03877778,-118.3316722,Clear,NA,NA,1,NA
California,24,9,2015,5,34.19611389,-118.6440528,Clear,NA,NA,0,NA
California,30,8,2015,1,38.76661944,-120.4971611,Clear,NA,NA,0,NA
California,20,10,2015,3,35.56124722,-119.1984833,Clear,NA,NA,0,NA
California,29,10,2015,5,33.86900833,-118.0996556,Clear,NA,NA,0,NA
California,28,10,2015,4,35.94885278,-120.8769861,Clear,NA,NA,0,NA
California,25,10,2015,1,39.66576389,-123.51635,Rain,NA,NA,0,NA
California,29,10,2015,5,33.74078333,-117.9286944,Clear,NA,NA,1,NA
California,16,8,2015,1,33.90923611,-117.2808611,Clear,NA,NA,0,NA
California,30,10,2015,6,32.92389444,-117.0801,Clear,NA,NA,0,NA
California,3,9,2015,5,36.80009722,-121.6632806,Clear,NA,NA,0,NA
California,4,12,2015,6,37.25540833,-121.7930583,Clear,NA,NA,1,NA
California,19,8,2015,4,33.86217778,-117.0253306,Clear,NA,NA,0,NA
California,6,9,2015,1,37.54118611,-122.3670472,Clear,NA,NA,0,NA
California,17,8,2015,2,33.87303889,-118.2850611,Clear,NA,NA,0,NA
California,2,11,2015,2,38.61320278,-121.3287389,Cloudy,NA,NA,0,NA
California,20,11,2015,6,34.05662778,-118.2319167,Clear,NA,NA,0,NA
California,21,11,2015,7,37.71523889,-122.4929083,Clear,NA,NA,0,NA
California,29,11,2015,1,38.61805,-121.4051028,Clear,NA,NA,0,NA
California,22,11,2015,1,40.90955,-124.0893778,"Fog, smog, smoke",NA,NA,0,NA
California,3,11,2015,3,35.906,-120.0601,Cloudy,NA,NA,0,NA
California,23,11,2015,2,33.17300278,-117.3477861,Clear,NA,NA,0,NA
California,5,11,2015,5,32.69635556,-117.0507444,Clear,NA,NA,0,NA
California,5,12,2015,7,40.39195278,-122.2808083,Clear,NA,NA,0,NA
California,25,11,2015,4,37.50955,-121.9498111,Clear,NA,NA,0,NA
California,29,11,2015,1,33.74555,-117.8833472,Clear,NA,NA,0,NA
California,23,1,2015,6,37.78790278,-122.2413167,Clear,NA,NA,0,NA
California,25,12,2015,6,39.44215278,-121.5995778,Clear,NA,NA,0,NA
California,3,11,2015,3,37.78727222,-122.416625,Clear,NA,NA,0,NA
California,21,9,2015,2,34.08711111,-117.6645306,Cloudy,NA,NA,1,NA
California,11,12,2015,6,33.643575,-117.9164667,Clear,NA,NA,0,NA
California,9,11,2015,2,38.41622778,-121.2791667,Rain,NA,NA,0,NA
California,31,10,2015,7,39.61270556,-123.7821389,Clear,NA,NA,0,NA
California,1,11,2015,1,37.74401389,-122.405725,Cloudy,NA,NA,0,NA
California,16,10,2015,6,38.64577778,-121.3800056,Clear,NA,NA,0,NA
California,1,11,2015,1,41.71402222,-124.1346417,Rain,NA,NA,0,NA
California,3,11,2015,3,33.73332778,-117.8586944,Cloudy,NA,NA,1,NA
California,2,11,2015,2,37.19443889,-119.7214306,Rain,NA,NA,1,NA
California,3,11,2015,3,34.51876111,-118.5919639,Cloudy,NA,NA,0,NA
California,10,12,2015,5,34.00054722,-118.2910667,Clear,NA,NA,0,NA
California,4,11,2015,4,39.77749722,-120.5631083,Clear,NA,NA,1,NA
California,3,11,2015,3,33.96638333,-118.2651611,Cloudy,NA,NA,0,NA
California,5,11,2015,5,38.11604722,-121.4160667,Cloudy,NA,NA,0,NA
California,8,11,2015,1,34.77957222,-118.6711333,Clear,NA,NA,1,NA
California,4,11,2015,4,37.78743611,-122.4301528,Clear,NA,NA,0,NA
California,17,8,2015,2,39.46353333,-121.9921056,Clear,NA,NA,1,NA
California,8,11,2015,1,33.70189167,-114.5718306,Clear,NA,NA,0,NA
California,2,11,2015,2,35.49970833,-119.2043194,Rain,17,0.008611111,0,17.01
California,1,10,2015,5,37.61929722,-120.9944417,Cloudy,NA,NA,0,NA
California,4,11,2015,4,37.10546667,-120.2567583,Clear,NA,NA,0,NA
California,9,11,2015,2,35.45725556,-118.7801222,Clear,NA,NA,0,NA
California,3,10,2015,7,33.28842222,-116.9587833,Clear,NA,NA,0,NA
California,5,11,2015,5,33.97633889,-118.3089722,Cloudy,NA,NA,0,NA
California,13,11,2015,6,38.55808889,-121.4721444,Clear,NA,NA,1,NA
California,15,11,2015,1,33.99587778,-117.3624583,Clear,NA,NA,1,NA
California,16,11,2015,2,33.29896389,-117.4649917,Cloudy,NA,NA,0,NA
California,6,11,2015,6,35.25116944,-119.0186,Clear,NA,NA,0,NA
California,2,9,2015,4,38.57528056,-121.97135,Clear,NA,NA,1,NA
California,14,10,2015,4,34.31382222,-117.4881583,Clear,NA,NA,0,NA
California,10,11,2015,3,37.85140278,-121.2833611,Clear,NA,NA,0,NA
California,9,11,2015,2,33.70218056,-117.9200556,Cloudy,NA,NA,0,NA
California,10,11,2015,3,33.78878889,-116.9253556,Clear,NA,NA,0,NA
California,16,11,2015,2,38.09529722,-122.2324028,Clear,NA,NA,0,NA
California,14,11,2015,7,33.64054167,-117.9192389,Clear,NA,NA,0,NA
California,7,11,2015,7,39.74887222,-121.6336861,Clear,NA,NA,0,NA
California,17,11,2015,3,39.68160278,-122.1219778,Clear,NA,NA,0,NA
California,9,11,2015,2,36.97909444,-122.0118556,Cloudy,NA,NA,0,NA
California,21,11,2015,7,38.62358889,-121.5167889,Clear,NA,NA,1,NA
California,10,7,2015,6,37.40125278,-122.1136167,Clear,NA,NA,0,NA
California,24,11,2015,3,38.68031944,-120.8475722,Cloudy,NA,NA,1,NA
California,9,11,2015,2,38.25706667,-122.2715583,Clear,NA,NA,1,NA
California,11,11,2015,4,33.80418611,-118.1589028,Clear,NA,NA,0,NA
California,12,8,2015,4,33.936025,-118.2052167,Clear,NA,NA,0,NA
California,21,11,2015,7,38.21690833,-122.1379083,Clear,NA,NA,0,NA
California,26,11,2015,5,41.79365,-124.1590972,Clear,NA,NA,0,NA
California,17,11,2015,3,40.42480556,-123.9824611,Cloudy,NA,NA,0,NA
California,10,11,2015,3,34.82005,-118.9555861,Snow,NA,NA,0,NA
California,10,10,2015,7,33.80435,-118.1513306,Clear,NA,NA,0,NA
California,11,10,2015,1,33.62704722,-117.9068083,Clear,NA,NA,0,NA
California,14,11,2015,7,37.65593611,-121.3150833,"Fog, smog, smoke",NA,NA,1,NA
California,11,11,2015,4,36.29828333,-119.7840944,Clear,NA,NA,0,NA
California,24,10,2015,7,33.77249444,-116.4424722,Clear,NA,NA,0,NA
California,24,11,2015,3,33.80324722,-117.9186639,Clear,NA,NA,0,NA
California,15,11,2015,1,38.45019444,-122.6780389,Rain,NA,NA,0,NA
California,16,11,2015,2,33.70552222,-117.9890917,Clear,NA,NA,0,NA
California,23,11,2015,2,33.93398889,-118.0818333,Clear,NA,NA,0,NA
California,13,11,2015,6,37.75497778,-122.4819194,Clear,NA,NA,0,NA
California,9,11,2015,2,37.05553889,-121.24545,Rain,NA,NA,0,NA
California,1,8,2015,7,38.00818611,-121.8642194,Clear,NA,NA,0,NA
California,6,11,2015,6,34.15186667,-118.6283028,Clear,NA,NA,1,NA
California,9,11,2015,2,40.54376944,-124.1445889,Clear,NA,NA,0,NA
California,23,11,2015,2,33.99975556,-118.2826278,Clear,NA,NA,0,NA
California,6,10,2015,3,35.628025,-117.669875,Clear,NA,NA,0,NA
California,17,9,2015,5,34.32621111,-117.5152083,Clear,NA,NA,0,NA
California,25,11,2015,4,37.00032778,-119.7339028,Clear,NA,NA,0,NA
California,21,11,2015,7,33.98412222,-118.3955222,Clear,NA,NA,0,NA
California,26,11,2015,5,34.20695278,-118.4094861,Clear,NA,NA,0,NA
California,1,8,2015,7,33.72934722,-116.9851083,Clear,NA,NA,0,NA
California,7,12,2015,2,40.57843611,-122.1825222,Cloudy,NA,NA,1,NA
California,3,8,2015,2,34.00286111,-117.2392861,Clear,NA,NA,0,NA
California,3,8,2015,2,34.01549167,-117.4586222,Clear,NA,NA,0,NA
California,5,8,2015,4,35.416075,-118.9595833,Clear,NA,NA,0,NA
California,19,9,2015,7,36.604425,-119.4854361,Clear,NA,NA,1,NA
California,23,8,2015,1,33.83343333,-117.0514056,Clear,NA,NA,0,NA
California,26,9,2015,7,33.81586667,-116.4563056,Clear,NA,NA,0,NA
California,25,8,2015,3,36.05115278,-119.3576528,Clear,NA,NA,0,NA
California,25,8,2015,3,37.33226111,-120.5276222,Clear,NA,NA,0,NA
California,29,8,2015,7,33.97910833,-118.1973,Clear,NA,NA,0,NA
California,7,9,2015,2,33.85340833,-118.2303528,Clear,NA,NA,0,NA
California,23,9,2015,4,32.73874167,-117.1612639,Clear,NA,NA,0,NA
California,30,9,2015,4,33.86315,-116.5459167,Clear,NA,NA,0,NA
California,10,9,2015,5,37.22835833,-120.2708722,Clear,NA,NA,1,NA
California,8,10,2015,5,33.76058056,-117.2677111,Clear,NA,NA,0,NA
California,27,8,2015,5,32.58751389,-117.0032944,Clear,NA,NA,0,NA
California,24,9,2015,5,37.61656389,-120.9935806,Clear,NA,NA,0,NA
California,5,12,2015,7,41.83721389,-124.0363,Rain,NA,NA,0,NA
California,15,9,2015,3,33.88211944,-117.6278778,Rain,NA,NA,0,NA
California,17,1,2015,7,33.71293611,-116.2077472,Clear,NA,NA,1,NA
California,20,2,2015,6,33.966225,-117.6111083,Clear,NA,NA,0,NA
California,28,2,2015,7,37.81040833,-122.2488917,Clear,NA,NA,1,NA
California,4,3,2015,4,36.78681389,-119.7712833,Clear,NA,NA,0,NA
California,2,4,2015,5,36.78190278,-119.7542833,Clear,NA,NA,0,NA
California,12,5,2015,3,37.03412222,-121.5331194,Clear,NA,NA,1,NA
California,10,4,2015,6,33.82602778,-118.2132889,Clear,NA,NA,0,NA
California,28,5,2015,5,37.51887778,-121.9818972,Cloudy,NA,NA,1,NA
California,28,4,2015,3,37.72050278,-122.1780389,Cloudy,NA,NA,0,NA
California,3,6,2015,4,36.83730556,-119.8615222,Clear,NA,NA,1,NA
California,14,10,2015,4,36.22591389,-119.2773083,Cloudy,NA,NA,0,NA
California,8,6,2015,2,35.78318889,-119.2406167,Clear,NA,NA,1,NA
California,15,4,2015,4,37.39057778,-121.8646389,Clear,NA,NA,1,NA
California,8,10,2015,5,38.18536667,-121.40135,Clear,NA,NA,1,NA
California,14,8,2015,6,34.36208056,-117.4332778,Clear,NA,NA,0,NA
California,19,9,2015,7,37.37518333,-120.77795,Clear,NA,NA,1,NA
California,7,8,2015,6,33.57262778,-117.7630778,Clear,NA,NA,0,NA
California,25,9,2015,6,33.17059722,-117.2118056,Clear,NA,NA,0,NA
California,31,8,2015,2,33.79318333,-118.2244472,Clear,NA,NA,0,NA
California,20,10,2015,3,33.9162,-118.2461917,Clear,NA,NA,0,NA
California,12,11,2015,5,37.94969444,-121.2957194,Clear,NA,NA,0,NA
California,16,6,2015,3,33.80929167,-117.9932806,Clear,NA,NA,0,NA
California,9,11,2015,2,37.22743611,-121.86945,Not reported,NA,NA,0,NA
